Business Unit,Level,FLSA,Tenure,Cared_About,Excited,Helpful_Info,Trust_Leadership,Morale,Attention check 1,Attention check 2,Comments
Product,Senior,Non-Exempt,10+ yrs,5.0,5.0,4.0,3.0,4.0,4,2,
Sales,Entry,Non-Exempt,< 1 yr,3.0,3.0,4.0,4.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Commercial Department,Mid,Non-Exempt,10+ yrs,4.0,3.0,4.0,5.0,2.0,4,2,
Product,Senior,Exempt,5-10 yrs,5.0,5.0,3.0,4.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Entry,Exempt,< 1 yr,3.0,3.0,1.0,2.0,2.0,4,2,
Operations,Mid,Exempt,3-5 yrs,5.0,4.0,3.0,4.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Operations,Senior,Non-Exempt,1-3 yrs,5.0,1.0,5.0,3.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Operations,Senior,Exempt,3-5 yrs,4.0,2.0,5.0,1.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Operations,Entry,Exempt,< 1 yr,3.0,5.0,3.0,3.0,3.0,4,2,Pay has not kept up. I feel replaceable.
Operations,Mid,Exempt,1-3 yrs,5.0,2.0,5.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Mid,Non-Exempt,10+ yrs,4.0,1.0,5.0,1.0,1.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Senior,Exempt,1-3 yrs,4.0,2.0,4.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
IT,Senior,Exempt,1-3 yrs,4.0,1.0,4.0,2.0,2.0,4,2,
Sales,Entry,Non-Exempt,3-5 yrs,3.0,2.0,,3.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Commercial Department,Entry,Non-Exempt,3-5 yrs,1.0,1.0,2.0,2.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Senior,Exempt,10+ yrs,4.0,5.0,2.0,3.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Commercial Department,Senior,Exempt,10+ yrs,4.0,5.0,5.0,,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Product,Mid,Exempt,10+ yrs,4.0,4.0,5.0,5.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Sales,Mid,Exempt,< 1 yr,1.0,3.0,4.0,2.0,4.0,4,2,I've been looking at other opportunities. There's no clear path here.
Sales,Senior,Non-Exempt,10+ yrs,5.0,1.0,5.0,1.0,3.0,4,2,
IT,Senior,Exempt,< 1 yr,5.0,4.0,3.0,5.0,5.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Senior,Exempt,5-10 yrs,4.0,5.0,3.0,5.0,3.0,4,2,
Operations,Senior,Exempt,10+ yrs,,5.0,4.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Sales,Senior,Non-Exempt,10+ yrs,5.0,4.0,4.0,3.0,4.0,4,2,
Operations,Entry,Exempt,1-3 yrs,1.0,1.0,1.0,5.0,1.0,4,2,
IT,Entry,Non-Exempt,10+ yrs,2.0,3.0,1.0,1.0,3.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Commercial Department,Senior,Exempt,1-3 yrs,5.0,1.0,5.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Product,Mid,Exempt,3-5 yrs,4.0,2.0,5.0,2.0,3.0,4,2,
Operations,Entry,Non-Exempt,1-3 yrs,3.0,1.0,2.0,1.0,1.0,4,1,I've been looking at other opportunities. There's no clear path here.
Product,Senior,Exempt,3-5 yrs,5.0,5.0,4.0,3.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Operations,Entry,Exempt,10+ yrs,2.0,2.0,3.0,2.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Product,Senior,Exempt,< 1 yr,2.0,4.0,4.0,3.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Entry,Exempt,< 1 yr,3.0,4.0,4.0,5.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Exempt,10+ yrs,4.0,2.0,4.0,3.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Sales,Entry,Exempt,< 1 yr,4.0,1.0,2.0,2.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Operations,Entry,Non-Exempt,< 1 yr,1.0,5.0,1.0,5.0,1.0,4,4,
Sales,Senior,Exempt,10+ yrs,3.0,4.0,5.0,5.0,5.0,3,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Exempt,5-10 yrs,5.0,5.0,4.0,4.0,,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Sales,Mid,Non-Exempt,10+ yrs,4.0,5.0,4.0,4.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Senior,Non-Exempt,10+ yrs,3.0,3.0,5.0,1.0,3.0,1,2,
IT,Mid,Exempt,< 1 yr,5.0,2.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Senior,Non-Exempt,1-3 yrs,2.0,2.0,4.0,3.0,2.0,4,2,Pay has not kept up. I feel replaceable.
Operations,Entry,Non-Exempt,1-3 yrs,2.0,2.0,3.0,2.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Product,Senior,Exempt,3-5 yrs,4.0,5.0,2.0,5.0,4.0,4,2,
Product,Entry,Exempt,10+ yrs,4.0,5.0,5.0,4.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Senior,Non-Exempt,10+ yrs,4.0,5.0,3.0,4.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Operations,Mid,Non-Exempt,< 1 yr,2.0,2.0,3.0,3.0,2.0,4,2,Pay has not kept up. I feel replaceable.
Commercial Department,Mid,Non-Exempt,10+ yrs,4.0,3.0,4.0,2.0,4.0,1,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Operations,Senior,Exempt,< 1 yr,4.0,2.0,3.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Product,Senior,Exempt,10+ yrs,2.0,5.0,2.0,5.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Sales,Senior,Exempt,< 1 yr,4.0,4.0,3.0,5.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Product,Entry,Exempt,5-10 yrs,4.0,4.0,4.0,4.0,4.0,3,2,
IT,Mid,Non-Exempt,10+ yrs,3.0,1.0,4.0,4.0,5.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Mid,Non-Exempt,3-5 yrs,1.0,1.0,2.0,3.0,2.0,2,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Commercial Department,Senior,Exempt,5-10 yrs,3.0,5.0,5.0,4.0,4.0,4,2,
Product,Entry,Exempt,10+ yrs,4.0,2.0,3.0,2.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Mid,Non-Exempt,1-3 yrs,4.0,2.0,2.0,2.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Entry,Non-Exempt,1-3 yrs,3.0,2.0,2.0,2.0,3.0,4,2,
Commercial Department,Senior,Non-Exempt,5-10 yrs,5.0,3.0,4.0,2.0,3.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Product,Senior,Exempt,< 1 yr,2.0,2.0,2.0,2.0,2.0,4,3,
Commercial Department,Mid,Exempt,5-10 yrs,5.0,4.0,4.0,4.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Mid,Exempt,3-5 yrs,3.0,4.0,4.0,4.0,3.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Product,Entry,Non-Exempt,1-3 yrs,3.0,4.0,1.0,2.0,2.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Operations,Entry,Exempt,1-3 yrs,3.0,1.0,5.0,1.0,1.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Operations,Entry,Non-Exempt,3-5 yrs,5.0,2.0,5.0,2.0,3.0,4,2,
IT,Entry,Non-Exempt,5-10 yrs,5.0,3.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Senior,Exempt,10+ yrs,5.0,5.0,4.0,3.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Operations,Entry,Non-Exempt,1-3 yrs,3.0,1.0,3.0,2.0,4.0,4,2,Pay has not kept up. I feel replaceable.
Sales,Mid,Non-Exempt,< 1 yr,2.0,1.0,2.0,2.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Commercial Department,Entry,Exempt,3-5 yrs,5.0,5.0,5.0,5.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Entry,Non-Exempt,1-3 yrs,1.0,2.0,2.0,3.0,4.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Operations,Senior,Exempt,10+ yrs,4.0,5.0,4.0,4.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Senior,Exempt,< 1 yr,5.0,3.0,4.0,3.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Operations,Entry,Exempt,3-5 yrs,1.0,3.0,2.0,2.0,2.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Operations,Entry,Exempt,1-3 yrs,4.0,1.0,5.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Senior,Exempt,10+ yrs,3.0,2.0,5.0,2.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Commercial Department,Senior,Non-Exempt,5-10 yrs,3.0,5.0,5.0,5.0,3.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Mid,Exempt,3-5 yrs,5.0,3.0,5.0,5.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Mid,Exempt,< 1 yr,2.0,2.0,3.0,2.0,4.0,4,2,I've been looking at other opportunities. There's no clear path here.
Operations,Mid,Non-Exempt,1-3 yrs,4.0,2.0,1.0,2.0,5.0,4,2,I've been looking at other opportunities. There's no clear path here.
Sales,Entry,Non-Exempt,< 1 yr,2.0,3.0,3.0,3.0,2.0,4,5,The restructuring was handled badly. A lot of people I worked with are gone.
Commercial Department,Senior,Exempt,5-10 yrs,4.0,4.0,3.0,,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Operations,Senior,Exempt,1-3 yrs,4.0,3.0,5.0,1.0,2.0,4,2,I know what's happening. I don't trust that it will work out.
IT,Mid,Non-Exempt,10+ yrs,4.0,2.0,5.0,2.0,4.0,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Mid,Non-Exempt,< 1 yr,2.0,2.0,5.0,2.0,2.0,4,2,Leadership says one thing and does another. Communication is poor.
Sales,Senior,Non-Exempt,10+ yrs,4.0,3.0,5.0,3.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Commercial Department,Senior,Exempt,3-5 yrs,5.0,5.0,3.0,2.0,3.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Senior,Non-Exempt,10+ yrs,4.0,5.0,2.0,5.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Entry,Non-Exempt,3-5 yrs,4.0,3.0,5.0,2.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
IT,Mid,Exempt,< 1 yr,3.0,1.0,5.0,1.0,3.0,4,2,
Sales,Mid,Non-Exempt,< 1 yr,3.0,1.0,2.0,2.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Product,Senior,Exempt,10+ yrs,3.0,4.0,5.0,3.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Operations,Mid,Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Sales,Mid,Non-Exempt,< 1 yr,3.0,2.0,2.0,3.0,1.0,4,2,Pay has not kept up. I feel replaceable.
Commercial Department,Mid,Exempt,10+ yrs,5.0,1.0,5.0,3.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Mid,Non-Exempt,1-3 yrs,3.0,3.0,5.0,1.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Mid,Exempt,3-5 yrs,3.0,1.0,3.0,1.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Senior,Exempt,3-5 yrs,2.0,4.0,3.0,3.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Product,Entry,Exempt,< 1 yr,4.0,1.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Sales,Senior,Exempt,1-3 yrs,5.0,2.0,4.0,1.0,4.0,4,2,"Plenty of communication, less confidence. My team is drained."
Product,Entry,Exempt,10+ yrs,4.0,5.0,3.0,4.0,5.0,4,2,
Sales,Mid,Exempt,3-5 yrs,4.0,3.0,5.0,4.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Commercial Department,Senior,Non-Exempt,1-3 yrs,1.0,5.0,5.0,1.0,1.0,4,2,
Product,Mid,Exempt,< 1 yr,2.0,2.0,3.0,1.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Product,Entry,Non-Exempt,5-10 yrs,3.0,1.0,4.0,1.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
Operations,Entry,Non-Exempt,3-5 yrs,2.0,3.0,3.0,3.0,3.0,4,3,I don't know what the company's plan is. I'm not sure anyone does.
IT,Senior,Exempt,5-10 yrs,5.0,2.0,4.0,1.0,3.0,4,1,I know what's happening. I don't trust that it will work out.
Commercial Department,Senior,Exempt,10+ yrs,3.0,3.0,3.0,4.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Operations,Mid,Non-Exempt,5-10 yrs,4.0,1.0,5.0,1.0,2.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Mid,Non-Exempt,< 1 yr,1.0,3.0,,1.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Product,Entry,Non-Exempt,1-3 yrs,3.0,1.0,4.0,4.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Senior,Exempt,1-3 yrs,5.0,5.0,5.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Mid,Exempt,1-3 yrs,4.0,1.0,5.0,3.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Senior,Exempt,1-3 yrs,3.0,1.0,5.0,1.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Product,Mid,Non-Exempt,1-3 yrs,4.0,5.0,4.0,5.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Mid,Exempt,1-3 yrs,4.0,1.0,5.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Operations,Mid,Non-Exempt,5-10 yrs,3.0,5.0,4.0,4.0,5.0,4,2,
Sales,Senior,Exempt,10+ yrs,4.0,3.0,3.0,5.0,3.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Commercial Department,Mid,Non-Exempt,5-10 yrs,5.0,3.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Mid,Exempt,10+ yrs,4.0,1.0,3.0,1.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Entry,Non-Exempt,10+ yrs,4.0,2.0,5.0,1.0,2.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Senior,Exempt,3-5 yrs,3.0,4.0,4.0,3.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Senior,Exempt,5-10 yrs,2.0,5.0,4.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Sales,Entry,Non-Exempt,< 1 yr,3.0,3.0,5.0,1.0,3.0,4,2,I've been looking at other opportunities. There's no clear path here.
Commercial Department,Senior,Exempt,1-3 yrs,2.0,4.0,3.0,5.0,2.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Mid,Non-Exempt,3-5 yrs,5.0,2.0,4.0,2.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Senior,Exempt,5-10 yrs,5.0,5.0,3.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Entry,Non-Exempt,< 1 yr,2.0,3.0,3.0,1.0,1.0,4,2,Leadership says one thing and does another. Communication is poor.
IT,Senior,Exempt,10+ yrs,5.0,5.0,4.0,5.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Mid,Exempt,5-10 yrs,3.0,5.0,4.0,3.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Product,Senior,Exempt,< 1 yr,4.0,4.0,4.0,3.0,3.0,4,2,
Product,Senior,Exempt,5-10 yrs,3.0,4.0,4.0,4.0,4.0,4,2,
Operations,Mid,Exempt,< 1 yr,2.0,3.0,2.0,2.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Commercial Department,Mid,Non-Exempt,3-5 yrs,1.0,1.0,3.0,1.0,1.0,4,2,I've been looking at other opportunities. There's no clear path here.
Product,Mid,Exempt,5-10 yrs,4.0,2.0,4.0,1.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Entry,Non-Exempt,< 1 yr,3.0,3.0,2.0,2.0,3.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Sales,Mid,Exempt,5-10 yrs,4.0,1.0,4.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Operations,Senior,Exempt,1-3 yrs,2.0,1.0,4.0,1.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Entry,Non-Exempt,3-5 yrs,3.0,2.0,3.0,2.0,2.0,4,2,
Sales,Mid,Non-Exempt,3-5 yrs,5.0,2.0,5.0,1.0,3.0,5,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Mid,Exempt,3-5 yrs,4.0,2.0,5.0,2.0,4.0,5,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Entry,Exempt,5-10 yrs,4.0,5.0,5.0,3.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Senior,Non-Exempt,5-10 yrs,4.0,5.0,2.0,3.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Commercial Department,Senior,Exempt,1-3 yrs,5.0,3.0,3.0,4.0,3.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Commercial Department,Senior,Exempt,5-10 yrs,3.0,5.0,4.0,3.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Senior,Exempt,5-10 yrs,5.0,5.0,3.0,3.0,2.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Senior,Exempt,10+ yrs,5.0,2.0,3.0,2.0,5.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Entry,Exempt,1-3 yrs,4.0,1.0,4.0,2.0,4.0,4,2,I know what's happening. I don't trust that it will work out.
Sales,Mid,Non-Exempt,< 1 yr,5.0,3.0,4.0,2.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
